StockCode,TotalInvoices,InvoicesWithRecommended,AttachmentRate,Description,Category,UnitPrice
35916B,32,32,1.0,BLUE FELT HANGING HEART W FLOWER,Decor & Gifts,1.63
21015,142,142,1.0,DARK BIRD HOUSE TREE DECORATION,Decor & Gifts,1.28
21671,369,369,1.0,RED SPOT CERAMIC DRAWER KNOB,Storage & Furniture,1.25
85227,223,223,1.0,SET OF 6 3D KIT CARDS FOR KIDS,Toys & Children,1.66
90177E,9,9,1.0,DROP DIAMANTE EARRINGS GREEN,Accessories & Jewellery,2.96
90077,3,3,1.0,BLACK DIAMOND CLUSTER EARRINGS,Accessories & Jewellery,2.96
22405,70,70,1.0,MONEY BOX POCKET MONEY DESIGN,Decor & Gifts,1.25
23314,117,117,1.0,VINTAGE CHRISTMAS TABLECLOTH,Seasonal / Holiday,12.5
82616C,85,85,1.0,MIDNIGHT GLAMOUR SCARF KNITTING KIT,Storage & Furniture,2.51
37450,134,134,1.0,CERAMIC CAKE BOWL + HANGING CAKES,Decor & Gifts,2.55
23311,344,344,1.0,VINTAGE CHRISTMAS STOCKING ,Seasonal / Holiday,2.55
22091,167,167,1.0,EMPIRE TISSUE BOX,Storage & Furniture,2.51
81953P,3,3,1.0,ROUND ARTICULATED PINK CLOCK W/SUCK,Home Decor & Lighting,0.19
90214A,56,56,1.0,"LETTER ""A"" BLING KEY RING",Accessories & Jewellery,0.85
81953B,3,3,1.0,ROUND BLUE CLOCK WITH SUCKER,Home Decor & Lighting,0.19
23297,161,161,1.0,SET 40 HEART SHAPE PETIT FOUR CASES,Decor & Gifts,1.65
90173,17,17,1.0,PAIR BUTTERFLY HAIR CLIPS,Utility & DIY,3.81
84915,23,23,1.0,HAND TOWEL PINK FLOWER AND DAISY,Garden & Outdoor,5.95
22898,365,365,1.0,CHILDRENS APRON APPLES DESIGN,Decor & Gifts,4.21
22208,280,280,1.0,WOOD STAMP SET THANK YOU,Other,1.66
22458,23,23,1.0,CAST IRON HOOK GARDEN FORK,Storage & Furniture,5.06
90177C,14,14,1.0,DROP DIAMANTE EARRINGS CRYSTAL,Accessories & Jewellery,2.95
22246,90,90,1.0,MAGIC GARDEN FELT GARLAND ,Garden & Outdoor,4.21
20978,263,263,1.0,36 PENCILS TUBE SKULLS,Stationery,1.25
23550,64,64,1.0,WRAP ALPHABET POSTER  ,Stationery,0.42
90214S,41,41,1.0,"LETTER ""S"" BLING KEY RING",Accessories & Jewellery,0.85
22260,104,104,1.0,FELT EGG COSY BLUE RABBIT ,Easter & Spring,1.66
20768,55,55,1.0,GREEN FERN JOURNAL ,Books & Journals,2.46
21850,54,54,1.0,BLUE  DIAMANTE PEN IN GIFT BOX,Storage & Furniture,4.95
21398,63,63,1.0,RED POLKADOT COFFEE  MUG,Kitchen & Tableware,4.21
21789,92,92,1.0,KIDS RAIN MAC PINK,Garden & Outdoor,0.85
35916C,20,20,1.0,PINK FELT HANGING HEART W FLOWER,Decor & Gifts,1.63
20780,28,28,1.0,BLACK EAR MUFF HEADPHONES,Other,11.02
22136,84,84,1.0,LOVE HEART SOCK HANGER,Decor & Gifts,3.36
90214M,28,28,1.0,"LETTER ""M"" BLING KEY RING",Accessories & Jewellery,0.85
90214V,14,14,1.0,"LETTER ""V"" BLING KEY RING",Accessories & Jewellery,0.83
21643,60,60,1.0,ASSORTED TUTTI FRUTTI MIRROR,Home Decor & Lighting,2.51
90030A,7,7,1.0,SPOTTED WHITE NATURAL SEED NECKLACE,Accessories & Jewellery,1.0
21775,139,139,1.0,DECORATIVE FLORE BATHROOM BOTTLE,Kitchen & Tableware,2.51
22342,128,128,1.0,HOME GARLAND PAINTED ZINC ,Decor & Gifts,3.36
21684,47,47,1.0,SMALL MEDINA STAMPED METAL BOWL ,Decor & Gifts,0.85
20696,30,30,1.0,FLORAL SOFT CAR TOY,Toys & Children,7.62
21908,468,468,1.0,CHOCOLATE THIS WAY METAL SIGN,Decor & Gifts,4.21
23294,354,354,1.0,SET OF 6 SNACK LOAF BAKING CASES,Craft & Hobby,0.83
22304,61,61,1.0,COFFEE MUG BLUE PAISLEY DESIGN,Decor & Gifts,5.06
72134,11,11,1.0,COLUMBIAN  CUBE CANDLE ,Home Decor & Lighting,0.42
22668,345,345,1.0,PINK BABY BUNTING,Storage & Furniture,5.91
20846,88,88,1.0,ZINC HEART LATTICE T-LIGHT HOLDER,Decor & Gifts,2.51
22863,110,110,1.0,SOAP DISH BROCANTE,Bath & Body,2.95
22324,74,74,1.0,BLUE POLKADOT KIDS BAG,Bags & Carriers,4.21
20718,575,575,1.0,RED RETROSPOT SHOPPER BAG,Bags & Carriers,3.36
23038,8,8,1.0,T-LIGHT HOLDER SILVER SAUCER,Home Decor & Lighting,0.83
21188,50,50,1.0,3D HEARTS  HONEYCOMB PAPER GARLAND,Decor & Gifts,5.91
47590B,393,393,1.0,PINK HAPPY BIRTHDAY BUNTING,Storage & Furniture,5.45
84609,20,20,1.0,TALL ROCOCO CANDLE HOLDER,Home Decor & Lighting,16.98
21537,61,61,1.0,RED RETROSPOT PUDDING BOWL,Kitchen & Tableware,4.25
79067,38,38,1.0,CORONA MEXICAN TRAY,Kitchen & Tableware,7.62
20700,54,54,1.0,GREEN CAT FLORAL CUSHION COVER ,Textiles & Covers,10.17
21896,110,110,1.0,POTTING SHED TWINE,Storage & Furniture,4.21
23295,444,444,1.0,SET OF 12 MINI LOAF BAKING CASES,Craft & Hobby,2.46
20681,46,46,1.0,PINK POLKADOT CHILDRENS UMBRELLA,Garden & Outdoor,6.77
90214E,30,30,1.0,"LETTER ""E"" BLING KEY RING",Accessories & Jewellery,0.85
21208,84,84,1.0,PASTEL COLOUR HONEYCOMB FAN,Other,1.66
84559A,94,94,1.0,3D SHEET OF DOG STICKERS,Stationery,1.69
22788,60,60,1.0,BROCANTE COAT RACK,Organizers & Racks,20.38
46776B,88,88,1.0,WOVEN BERRIES CUSHION COVER ,Textiles & Covers,4.21
90138,7,7,1.0,WHITE/PINK MINI CRYSTALS NECKLACE,Accessories & Jewellery,5.4
84658,22,22,1.0,WHITE STITCHED CUSHION COVER,Textiles & Covers,8.29
22308,105,105,1.0,TEA COSY BLUE STRIPE,Kitchen & Tableware,5.06
22890,165,165,1.0,NOVELTY BISCUITS CAKE STAND 3 TIER,Kitchen & Tableware,9.95
21128,36,36,1.0,GOLD FISHING GNOME,Other,12.72
90181B,14,14,1.0,AMETHYST GLASS/SHELL/PEARL NECKLACE,Accessories & Jewellery,9.15
22870,39,39,1.0,NUMBER TILE COTTAGE GARDEN 2,Garden & Outdoor,1.95
22589,79,79,1.0,CARDHOLDER GINGHAM STAR,Seasonal / Holiday,2.55
85161,20,20,1.0,ACRYLIC GEOMETRIC LAMP,Home Decor & Lighting,12.46
23424,135,135,1.0,GINGHAM RECIPE BOOK BOX,Storage & Furniture,4.95
22043,64,64,1.0,CHRISTMAS CARD SCREEN PRINT ,Seasonal / Holiday,0.43
21158,170,170,1.0,MOODY GIRL DOOR HANGER ,Decor & Gifts,3.36
22792,206,206,1.0,FLUTED ANTIQUE CANDLE HOLDER,Home Decor & Lighting,1.66
84580,165,165,1.0,MOUSE TOY WITH PINK T-SHIRT,Toys & Children,3.75
20622,51,51,1.0,VIPPASSPORT COVER ,Textiles & Covers,4.21
22335,225,225,1.0,HEART DECORATION PAINTED ZINC ,Decor & Gifts,0.65
21207,132,132,1.0,SKULL AND CROSSBONES  GARLAND ,Other,3.36
22928,115,115,1.0,YELLOW GIANT GARDEN THERMOMETER,Garden & Outdoor,11.87
21884,93,93,1.0,CAKES AND BOWS GIFT  TAPE,Kitchen & Tableware,0.65
22182,122,122,1.0,CAKE STAND VICTORIAN FILIGREE SMALL,Kitchen & Tableware,4.21
21879,94,94,1.0,HEARTS GIFT TAPE,Decor & Gifts,0.19
21191,95,95,1.0,LARGE WHITE HONEYCOMB PAPER BELL  ,Stationery,4.21
72816,69,69,1.0,SET/3 CHRISTMAS DECOUPAGE CANDLES,Home Decor & Lighting,2.51
35598D,42,42,1.0,PINK/WHITE CHRISTMAS TREE 60CM,Seasonal / Holiday,2.51
22300,197,197,1.0,COFFEE MUG DOG + BALL DESIGN,Decor & Gifts,2.55
21758,32,32,1.0,VINTAGE SHELLS PRINT,Stationery,12.72
23403,134,134,1.0,LETTER HOLDER HOME SWEET HOME,Decor & Gifts,3.75
17129F,57,57,1.0,BLUE GLASS GEMS IN BAG,Bags & Carriers,1.63
47593B,245,245,1.0,SCOTTIE DOGS BABY BIB,Toys & Children,0.85
22378,293,293,1.0,WALL TIDY RETROSPOT ,Decor & Gifts,4.21
23620,7,7,1.0,SET 10 CARDS PERFECT POST 17090,Stationery,2.49
22336,79,79,1.0,DOVE DECORATION PAINTED ZINC ,Decor & Gifts,1.28
35599D,34,34,1.0,PINK AND WHITE CHRISTMAS TREE 120CM,Seasonal / Holiday,5.91
22276,85,85,1.0,WASH BAG VINTAGE ROSE PAISLEY,Bags & Carriers,2.55
22432,278,278,1.0,WATERING CAN PINK BUNNY,Kitchen & Tableware,1.95
21821,62,62,1.0,GLITTER STAR GARLAND WITH BELLS ,Seasonal / Holiday,7.62
35095A,100,100,1.0,BLUE VICTORIAN FABRIC OVAL BOX,Storage & Furniture,0.84
21641,49,49,1.0,ASSORTED TUTTI FRUTTI KEYRING BALL,Accessories & Jewellery,1.66
85064,31,31,1.0,CREAM SWEETHEART LETTER RACK,Decor & Gifts,5.45
23637,9,9,1.0,SET 10 CARDS OUT OF ORDER 17216,Stationery,2.49
22769,8,8,1.0,CHALKBOARD KITCHEN ORGANISER,Kitchen & Tableware,51.02
22375,170,170,1.0,AIRLINE BAG VINTAGE JET SET BROWN,Bags & Carriers,8.47
23614,11,11,1.0,SET 10 CARDS 12 DAYS WRAP  17058,Stationery,3.33
23426,206,206,1.0,METAL SIGN DROP YOUR PANTS,Decor & Gifts,2.89
21000,52,52,1.0,ROSE DU SUD COSMETICS BAG,Bags & Carriers,3.36
17012A,65,65,1.0,ORIGAMI VANILLA INCENSE/CANDLE SET ,Home Decor & Lighting,2.51
23634,5,5,1.0,SET 10 CARDS XMAS CHOIR 17068,Seasonal / Holiday,2.91
23379,76,76,1.0,PACK OF 12 RED APPLE TISSUES,Craft & Hobby,0.39
22515,87,87,1.0,CHILDS GARDEN SPADE PINK,Garden & Outdoor,4.21
23402,68,68,1.0,HOME SWEEET HOME 3 PEG HANGER ,Decor & Gifts,3.75
22818,244,244,1.0,CARD CHRISTMAS VILLAGE,Seasonal / Holiday,0.85
22639,148,148,1.0,SET OF 4 NAPKIN CHARMS HEARTS,Decor & Gifts,2.55
20735,113,113,1.0,BLACK MINI TAPE MEASURE ,Utility & DIY,2.51
21722,36,36,1.0,SWEET PUDDING STICKER SHEET,Stationery,0.85
23394,150,150,1.0,POSTE FRANCE CUSHION COVER,Textiles & Covers,3.75
23407,133,133,1.0,SET OF 2 TRAYS HOME SWEET HOME,Decor & Gifts,9.95
21990,366,366,1.0,MODERN FLORAL STATIONERY SET,Floral & Planters,2.95
37476,26,26,1.0,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Kitchen & Tableware,18.29
23398,69,69,1.0,HANGING HEART BONHEUR,Decor & Gifts,0.85
90018A,37,37,1.0,SILVER M.O.P ORBIT DROP EARRINGS,Accessories & Jewellery,4.24
23411,56,56,1.0, TRELLIS COAT RACK,Organizers & Racks,4.95
23395,210,210,1.0,BELLE JARDINIERE CUSHION COVER,Storage & Furniture,3.75
85177,63,63,1.0,BASKET OF FLOWERS SEWING KIT,Storage & Furniture,0.85
84536A,341,341,1.0,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery,0.85
35961,244,244,1.0,FOLKART ZINC HEART CHRISTMAS DEC,Decor & Gifts,1.66
21216,430,430,1.0,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",Kitchen & Tableware,11.02
22479,98,98,1.0,DAISY GARDEN MARKER,Garden & Outdoor,2.51
85131B,172,172,1.0,BEADED CRYSTAL HEART GREEN ON STICK,Decor & Gifts,0.85
22545,75,75,1.0,MINI JIGSAW BUNNIES,Other,0.85
23399,225,225,1.0,HOME SWEET HOME HANGING HEART,Decor & Gifts,0.85
85132A,110,110,1.0,CHARLIE + LOLA BISCUITS TINS,Storage & Furniture,8.47
23396,196,196,1.0,LA JARDIN BOTANIQUE CUSHION COVER,Storage & Furniture,3.75
21851,63,63,1.0,LILAC DIAMANTE PEN IN GIFT BOX,Storage & Furniture,4.21
21942,103,103,1.0,SKULLS DESIGN FLANNEL,Decor & Gifts,1.66
21634,28,28,1.0,ASSORTED MINI MADRAS NOTEBOOK,Stationery,2.51
23377,133,133,1.0,PACK OF 12 DOLLY GIRL TISSUES,Craft & Hobby,0.39
23414,64,64,1.0,ZINC BOX SIGN HOME,Decor & Gifts,9.95
22203,146,146,1.0,MILK PAN RED RETROSPOT,Garden & Outdoor,7.62
84536B,178,178,1.0,FAIRY CAKES NOTEBOOK A7 SIZE,Kitchen & Tableware,0.85
21369,16,16,1.0,MIRRORED WALL ART SPLODGES,Decor & Gifts,1.25
21935,530,530,1.0,SUKI  SHOULDER BAG,Bags & Carriers,4.21
21365,52,52,1.0,MIRRORED WALL ART STARS,Decor & Gifts,5.91
21408,117,117,1.0,SPOTTY PINK DUCK DOORSTOP,Decor & Gifts,8.47
23381,80,80,1.0,PACK OF 12 VINTAGE LEAF TISSUES ,Stationery,0.39
21679,138,138,1.0,SKULLS  STICKERS,Stationery,1.66
23393,229,229,1.0,HOME SWEET HOME CUSHION COVER ,Decor & Gifts,3.75
22550,220,220,1.0,HOLIDAY FUN LUDO,Seasonal / Holiday,3.75
22755,251,251,1.0,SMALL PURPLE BABUSHKA NOTEBOOK ,Stationery,1.66
85017A,8,8,1.0,ENVELOPE 50 ROMANTIC IMAGES,Other,0.85
23425,56,56,1.0,STORAGE TIN HOME SWEET HOME,Decor & Gifts,2.49
22976,143,143,1.0,CIRCUS PARADE CHILDRENS EGG CUP ,Kitchen & Tableware,2.51
22519,90,90,1.0,CHILDS GARDEN BRUSH PINK,Garden & Outdoor,4.13
21354,95,95,1.0,TOAST ITS - BEST MUM,Other,2.51
23380,121,121,1.0,PACK OF 12 VINTAGE DOILY TISSUES,Stationery,0.39
23405,70,70,1.0,HOME SWEET HOME 2 DRAWER CABINET,Decor & Gifts,4.95
21774,186,186,1.0,DECORATIVE CATS BATHROOM BOTTLE,Kitchen & Tableware,2.51
21703,294,294,1.0,BAG 125g SWIRLY MARBLES,Bags & Carriers,0.85
35818P,19,19,1.0,"ACRYLIC JEWEL ICICLE, PINK",Other,0.38
22675,164,164,1.0,FRENCH KITCHEN SIGN BLUE METAL,Decor & Gifts,2.51
23623,6,6,1.0,SET 10 CARD CHRISTMAS WELCOME 17112,Seasonal / Holiday,2.91
23445,101,101,1.0,ICE CREAM BUBBLES,Other,1.63
23415,47,47,1.0,HOME SWEET HOME HOOK,Decor & Gifts,1.65
20770,72,72,1.0,ABSTRACT CIRCLE JOURNAL ,Books & Journals,2.51
20840,74,74,1.0,FRENCH FLORAL CUSHION COVER ,Textiles & Covers,3.29
23413,58,58,1.0,VINTAGE COFFEE GRINDER BOX,Storage & Furniture,4.95
35971,88,88,1.0,ROSE FOLKART HEART DECORATIONS,Decor & Gifts,2.51
23417,27,27,1.0,BATHROOM HOOK,Storage & Furniture,3.29
22301,255,255,1.0,COFFEE MUG CAT + BIRD DESIGN,Decor & Gifts,2.55
20839,105,105,1.0,FRENCH PAISLEY CUSHION COVER ,Textiles & Covers,9.13
84581,90,90,1.0,DOG TOY WITH PINK CROCHET SKIRT,Toys & Children,3.75
47559B,287,287,1.0,TEA TIME OVEN GLOVE,Decor & Gifts,2.51
22394,23,23,1.0,PAPERWEIGHT KINGS CHOICE ,Stationery,0.85
22517,69,69,1.0,CHILDS GARDEN RAKE PINK,Garden & Outdoor,2.1
22348,358,358,1.0,TEA BAG PLATE RED RETROSPOT,Kitchen & Tableware,1.66
23432,74,74,1.0,PRETTY HANGING QUILTED HEARTS,Decor & Gifts,10.79
23408,59,59,1.0,PHOTO FRAME LINEN AND LACE SMALL,Home Decor & Lighting,2.08
84206A,3,3,1.0,3 BLACK CATS W HEARTS BLANK CARD,Decor & Gifts,0.19
90214D,32,32,1.0,"LETTER ""D"" BLING KEY RING",Accessories & Jewellery,0.85
72807B,110,110,1.0,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Home Decor & Lighting,4.25
90214G,30,30,1.0,"LETTER ""G"" BLING KEY RING",Accessories & Jewellery,0.85
90176E,3,3,1.0,DIAMANTE NECKLACE GREEN,Accessories & Jewellery,7.48
21217,344,344,1.0,RED RETROSPOT ROUND CAKE TINS,Storage & Furniture,21.23
21773,163,163,1.0,DECORATIVE ROSE BATHROOM BOTTLE,Kitchen & Tableware,2.51
22478,140,140,1.0,BIRDHOUSE GARDEN MARKER ,Decor & Gifts,2.51
20658,105,105,1.0,RED RETROSPOT LUGGAGE TAG,Garden & Outdoor,2.51
22949,105,105,1.0,36 DOILIES DOLLY GIRL,Other,2.98
90116,45,45,1.0,FRUIT SALAD BAG CHARM,Bags & Carriers,2.51
82551,351,351,1.0,LAUNDRY 15C METAL SIGN,Decor & Gifts,1.45
90129B,20,20,1.0,TURQUOISE GLASS TASSLE BAG CHARM ,Bags & Carriers,1.66
23437,131,131,1.0, 50'S CHRISTMAS GIFT BAG LARGE,Bags & Carriers,1.25
23439,397,397,1.0,HAND WARMER RED LOVE HEART,Decor & Gifts,2.1
21993,425,425,1.0,FLORAL FOLK STATIONERY SET,Floral & Planters,2.95
48188,287,287,1.0,DOORMAT WELCOME PUPPIES,Decor & Gifts,14.43
23640,8,8,1.0,SET 10 CARDS SCOTTIE DOG 17211,Stationery,2.49
72586,83,83,1.0,SET OF 6 HALLOWEEN GHOST T-LIGHTS,Home Decor & Lighting,0.85
20854,41,41,1.0,BLUE PATCH PURSE PINK HEART,Decor & Gifts,1.65
23431,72,72,1.0,NATURAL HANGING QUILTED HEARTS ,Decor & Gifts,0.72
85129D,65,65,1.0,BEADED CRYSTAL HEART PINK SMALL,Decor & Gifts,2.46
23433,89,89,1.0,HANGING QUILTED PATCHWORK APPLES,Decor & Gifts,0.83
21012,199,199,1.0,ANTIQUE ALL GLASS CANDLESTICK,Home Decor & Lighting,2.51
22758,178,178,1.0,LARGE PURPLE BABUSHKA NOTEBOOK  ,Stationery,1.25
22169,372,372,1.0,FAMILY ALBUM WHITE PICTURE FRAME,Home Decor & Lighting,8.5
17012E,10,10,1.0,ORIGAMI OPIUM INCENSE/CANDLE SET ,Home Decor & Lighting,2.51
90214J,41,41,1.0,"LETTER ""J"" BLING KEY RING",Accessories & Jewellery,0.85
22419,272,272,1.0,LIPSTICK PEN RED,Stationery,0.85
22314,133,133,1.0,OFFICE MUG WARMER CHOC+BLUE,Kitchen & Tableware,5.91
22422,205,205,1.0,TOOTHPASTE TUBE PEN,Stationery,1.28
17012C,85,85,1.0,ORIGAMI LAVENDER INCENSE/CANDL SET ,Other,2.51
22155,142,142,1.0,STAR DECORATION RUSTIC,Decor & Gifts,0.42
22361,270,270,1.0,GLASS JAR DAISY FRESH COTTON WOOL,Storage & Furniture,5.91
22265,64,64,1.0,EASTER DECORATION NATURAL CHICK,Decor & Gifts,1.28
22380,286,286,1.0,TOY TIDY SPACEBOY  ,Toys & Children,4.21
90099,16,16,1.0,NECKLACE+BRACELET SET BLUE HIBISCUS,Accessories & Jewellery,2.55
23551,136,136,1.0,PACK OF 12 PAISLEY PARK TISSUES ,Craft & Hobby,0.39
22471,105,105,1.0,TV DINNER TRAY AIR HOSTESS ,Kitchen & Tableware,11.02
22161,340,340,1.0,HEART DECORATION RUSTIC HANGING ,Decor & Gifts,0.65
84913B,86,86,1.0,MINT GREEN ROSE TOWEL,Textiles & Covers,3.36
21944,100,100,1.0,KITTENS DESIGN FLANNEL,Decor & Gifts,1.66
90120C,22,22,1.0,GREEN MURANO TWIST BRACELET,Accessories & Jewellery,4.24
21238,387,387,1.0,RED RETROSPOT CUP,Kitchen & Tableware,2.51
23376,155,155,1.0,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Seasonal / Holiday,0.39
22396,128,128,1.0,MAGNETS PACK OF 4 RETRO PHOTO,Home Decor & Lighting,1.25
21507,262,262,1.0,"ELEPHANT, BIRTHDAY CARD, ",Stationery,0.42
84086C,53,53,1.0,PINK/PURPLE RETRO RADIO,Retro & Vintage,4.21
20971,522,522,1.0,PINK BLUE FELT CRAFT TRINKET BOX,Storage & Furniture,2.51
84912B,160,160,1.0,GREEN ROSE WASHBAG,Bags & Carriers,3.36
23378,176,176,1.0,PACK OF 12 50'S CHRISTMAS TISSUES,Seasonal / Holiday,0.39
22757,163,163,1.0,LARGE RED BABUSHKA NOTEBOOK ,Stationery,1.25
21385,317,317,1.0,IVORY HANGING DECORATION  HEART,Decor & Gifts,0.85
20725,1565,1564,0.9993610223642172,LUNCH BAG RED RETROSPOT,Bags & Carriers,5.06
22383,1285,1284,0.9992217898832685,LUNCH BAG SUKI  DESIGN ,Decor & Gifts,1.65
22457,1249,1248,0.9991993594875901,NATURAL SLATE HEART CHALKBOARD ,Decor & Gifts,5.91
22411,1175,1174,0.9991489361702127,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags & Carriers,1.95
20728,1150,1149,0.9991304347826087,LUNCH BAG CARS BLUE,Bags & Carriers,1.45
22384,1090,1089,0.9990825688073395,LUNCH BAG PINK POLKADOT,Bags & Carriers,1.65
22727,1051,1050,0.9990485252140818,ALARM CLOCK BAKELIKE RED ,Home Decor & Lighting,3.75
23206,1036,1035,0.999034749034749,LUNCH BAG APPLE DESIGN,Decor & Gifts,1.65
23199,978,977,0.9989775051124744,JUMBO BAG APPLES,Bags & Carriers,1.79
23301,913,912,0.9989047097480832,GARDENERS KNEELING PAD KEEP CALM ,Garden & Outdoor,1.65
23202,880,879,0.9988636363636364,mailout,Other,0.0
20712,863,862,0.9988412514484357,JUMBO BAG WOODLAND ANIMALS,Bags & Carriers,4.21
20719,835,834,0.9988023952095808,WOODLAND CHARLOTTE BAG,Bags & Carriers,1.66
85099F,816,815,0.9987745098039216,JUMBO BAG STRAWBERRY,Bags & Carriers,4.21
21175,809,808,0.9987639060568603,GIN + TONIC DIET METAL SIGN,Decor & Gifts,4.21
21928,806,805,0.9987593052109182,JUMBO BAG SCANDINAVIAN PAISLEY,Bags & Carriers,1.65
22090,799,798,0.9987484355444305,PAPER BUNTING RETROSPOT,Storage & Furniture,2.95
21754,777,776,0.9987129987129987,HOME BUILDING BLOCK WORD,Decor & Gifts,11.87
22111,771,770,0.9987029831387808,SCOTTIE DOG HOT WATER BOTTLE,Kitchen & Tableware,4.95
23300,758,757,0.9986807387862797,GARDENERS KNEELING PAD CUP OF TEA ,Kitchen & Tableware,1.65
22379,748,747,0.9986631016042781,RECYCLING BAG RETROSPOT ,Bags & Carriers,4.21
23207,740,739,0.9986486486486487,LUNCH BAG ALPHABET DESIGN,Decor & Gifts,1.65
84879,1455,1453,0.9986254295532646,ASSORTED COLOUR BIRD ORNAMENT,Decor & Gifts,1.69
DOT,709,708,0.998589562764457,DOTCOM POSTAGE,Stationery,254.43
22385,688,687,0.998546511627907,JUMBO BAG SPACEBOY DESIGN,Decor & Gifts,4.21
84378,685,684,0.9985401459854014,SET OF 3 HEART COOKIE CUTTERS,Decor & Gifts,2.51
82484,685,684,0.9985401459854014,WOOD BLACK BOARD ANT WHITE FINISH,Utility & DIY,13.57
22662,682,681,0.998533724340176,LUNCH BAG DOLLY GIRL DESIGN,Decor & Gifts,1.65
20727,1273,1271,0.9984289080911233,LUNCH BAG  BLACK SKULL.,Bags & Carriers,1.65
23307,629,628,0.9984101748807631,SET OF 60 PANTRY DESIGN CAKE CASES ,Decor & Gifts,0.55
23203,1232,1230,0.9983766233766234,mailout,Other,0.0
22621,609,608,0.9983579638752053,TRADITIONAL KNITTING NANCY,Storage & Furniture,1.45
22386,1218,1216,0.9983579638752053,JUMBO BAG PINK POLKADOT,Bags & Carriers,5.06
21975,601,600,0.9983361064891847,PACK OF 60 DINOSAUR CAKE CASES,Kitchen & Tableware,0.55
48187,600,599,0.9983333333333333,DOORMAT NEW ENGLAND,Decor & Gifts,14.43
48194,593,592,0.9983136593591906,DOORMAT HEARTS,Decor & Gifts,7.95
22328,581,580,0.9982788296041308,ROUND SNACK BOXES SET OF 4 FRUITS ,Storage & Furniture,6.77
21559,575,574,0.9982608695652174,STRAWBERRY LUNCH BOX WITH CUTLERY,Storage & Furniture,5.06
22960,1133,1131,0.9982347749338041,JAM MAKING SET WITH JARS,Storage & Furniture,4.25
23322,562,561,0.998220640569395,LARGE WHITE HEART OF WICKER,Decor & Gifts,2.95
22666,1117,1115,0.9982094897045658,RECIPE BOX PANTRY YELLOW DESIGN,Decor & Gifts,5.91
22867,555,554,0.9981981981981982,HAND WARMER BIRD DESIGN,Decor & Gifts,4.21
82482,1100,1098,0.9981818181818182,WOODEN PICTURE FRAME WHITE FINISH,Decor & Gifts,5.06
22144,544,543,0.9981617647058824,CHRISTMAS CRAFT LITTLE FRIENDS,Seasonal / Holiday,4.21
22993,1073,1071,0.9981360671015843,SET OF 4 PANTRY JELLY MOULDS,Craft & Hobby,1.25
22776,536,535,0.9981343283582089,SWEETHEART CAKESTAND 3 TIER,Decor & Gifts,20.38
84836,535,534,0.9981308411214953,ZINC METAL HEART DECORATION,Decor & Gifts,1.25
22578,512,511,0.998046875,WOODEN STAR CHRISTMAS SCANDINAVIAN,Decor & Gifts,1.66
21523,502,501,0.99800796812749,DOORMAT FANCY FONT HOME SWEET HOME,Decor & Gifts,14.43
21080,986,984,0.9979716024340771,SET/20 RED RETROSPOT PAPER NAPKINS ,Garden & Outdoor,0.85
22147,481,480,0.997920997920998,FELTCRAFT BUTTERFLY HEARTS,Decor & Gifts,1.45
22633,479,478,0.9979123173277662,HAND WARMER UNION JACK,Other,2.1
23356,476,475,0.9978991596638656,LOVE HOT WATER BOTTLE,Decor & Gifts,5.95
22804,474,473,0.9978902953586498,CANDLEHOLDER PINK HANGING HEART,Decor & Gifts,2.95
22568,471,470,0.9978768577494692,FELTCRAFT CUSHION OWL,Textiles & Covers,7.62
22652,467,466,0.9978586723768736,TRAVEL SEWING KIT,Craft & Hobby,1.65
22595,467,466,0.9978586723768736,CHRISTMAS GINGHAM HEART,Decor & Gifts,0.85
22617,465,464,0.9978494623655914,BAKING SET SPACEBOY DESIGN,Decor & Gifts,4.95
21790,926,924,0.9978401727861771,VINTAGE SNAP CARDS,Stationery,0.85
84029G,460,459,0.9978260869565218,KNITTED UNION FLAG HOT WATER BOTTLE,Kitchen & Tableware,8.47
84970L,457,456,0.9978118161925602,SINGLE HEART ZINC T-LIGHT HOLDER,Decor & Gifts,2.13
35970,456,455,0.9978070175438597,ZINC FOLKART SLEIGH BELLS,Other,4.21
22424,454,453,0.9977973568281938,ENAMEL BREAD BIN CREAM,Bakery & Serveware,25.49
23201,906,904,0.9977924944812362,JUMBO BAG ALPHABET,Bags & Carriers,1.95
84347,449,448,0.9977728285077951,ROTATING SILVER ANGELS T-LIGHT HLDR,Home Decor & Lighting,2.55
22692,448,447,0.9977678571428571,DOORMAT WELCOME TO OUR HOME,Decor & Gifts,16.98
21932,446,445,0.9977578475336323,SCANDINAVIAN PAISLEY PICNIC BAG,Bags & Carriers,2.95
22729,446,445,0.9977578475336323,ALARM CLOCK BAKELIKE ORANGE,Home Decor & Lighting,8.47
23170,445,444,0.9977528089887641,REGENCY TEA PLATE ROSES ,Kitchen & Tableware,1.45
22983,443,442,0.9977426636568849,CARD BILLBOARD FONT,Stationery,0.85
47591D,439,438,0.9977220956719818,PINK FAIRY CAKE CHILDRENS APRON,Kitchen & Tableware,4.21
